ID	LONGITUDE	LATITUDE	STREET	SUBURB	RESTRICTIONS	RESTRICTED_DAYS_AND_TIMES
54	153.054965	-27.57556387	STATION ROAD	SUNNYBANK	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm MON-FRI
55	153.0561146	-27.56551549	MUSGRAVE ROAD	ROBERTSON	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
56	153.1694676	-27.44384917	TINGAL ROAD	WYNNUM	Loading Zone Passengers 2 Min. Max	
57	152.9454382	-27.49936423	IRONBARK ROAD	CHAPEL HILL	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
58	153.0233941	-27.51745067	VILLA STREET	YERONGA	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
59	153.0450776	-27.62459593	SCHOOL ACCESS	CALAMVALE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
60	153.0231425	-27.47062913	GEORGE STREET	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	
61	153.0267964	-27.46062239	ISAAC STREET	SPRING HILL	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
62	153.0469732	-27.45123289	WYANDRA STREET	TENERIFFE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
63	152.9507467	-27.44501355	WATERWORKS ROAD	THE GAP	Loading Zone Passengers 2 Min. Max	 7am -  4pm MON-FRI
64	153.0649178	-27.45973927	COLLINGS STREET	BALMORAL	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
65	153.0549254	-27.49718435	SHAKESPEARE STREET	COORPAROO	Loading Zone	 8am -  5 30pm MON-FRI
66	153.0319439	-27.4570592	ALFRED STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
67	153.0500517	-27.45995079	MACQUARIE STREET	TENERIFFE	Loading Zone	 7am -  7pm MON-SAT
68	153.0677513	-27.43933153	HERCULES STREET	HAMILTON	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  7pm 
69	153.0208842	-27.44492392	FAGAN ROAD	HERSTON	Loading Zone	 8am -  5pm 
70	153.0139301	-27.47631982	MELBOURNE STREET	SOUTH BRISBANE	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
71	153.0297331	-27.46944351	MARKET STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5am -  7pm SCHOOLDAYS
72	153.0084736	-27.40441935	THURUNA STREET	STAFFORD	Loading Zone Passengers 2 Min. Max	 SCHOOL DAYS 7 00AM -  9 00AM
73	153.0367008	-27.35918741	MURPHY ROAD	ZILLMERE	Loading Zone Passengers 2 Min. Max	
74	152.9796613	-27.45904979	THE DRIVE	BARDON	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
75	153.0368729	-27.35927432	MURPHY ROAD	ZILLMERE	Loading Zone Passengers 2 Min. Max	
76	153.0119031	-27.4823177	BOUNDARY STREET	WEST END	Loading Zone Passengers 2 Min. Max	
77	153.013428	-27.49512352	CAMPBELL ROAD	ST LUCIA	Loading Zone	 MON-FRI 7 00AM -  6 00PM
78	152.9865761	-27.485657	GROVE STREET	TOOWONG	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
79	152.9912366	-27.45168475	LUGG STREET	BARDON	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
80	152.9770153	-27.6058431	LORIKEET STREET	INALA	Loading Zone Passengers 2 Min. Max	 9am -  4pm SCHOOLDAYS
81	153.0237763	-27.46954525	ADELAIDE STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
82	153.0044758	-27.47035217	PARK ROAD	MILTON	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 9am -  7pm MON-FRI
83	153.0296008	-27.43501492	HOOKER STREET	WINDSOR	Loading Zone Passengers 2 Min. Max	
84	152.9301371	-27.40507038	MCGINN ROAD	FERNY GROVE	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
85	153.0301549	-27.46945131	EAGLE STREET	BRISBANE CITY	Loading Zone	  -   ALL OTHER TIMES
86	153.008275	-27.46731751	GRANZELLA STREET	MILTON	Loading Zone	 7am -  7pm MON-FRI
87	152.9575744	-27.61270618	WOOGAROO STREET	FOREST LAKE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
88	153.0669837	-27.46416875	PASHEN STREET	MORNINGSIDE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
89	153.0680105	-27.32093074	HANCOCK STREET	SANDGATE	Loading Zone	
90	153.0315322	-27.51726998	FERNDALE STREET	ANNERLEY	Loading Zone Passengers 2 Min. Max	 8 -  8 30am  2 30pm -  3 30pm MON-FRI
91	153.0182298	-27.47877007	GLENELG STREET	SOUTH BRISBANE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
92	153.0167607	-27.47359765	HOPE STREET	SOUTH BRISBANE	Loading Zone	 9am -  5 30pm MON-FRI 8am -  12noon SAT
93	153.035225	-27.4867696	GIBBON STREET	WOOLLOONGABBA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  6pm MON-FRI
94	153.0366317	-27.44810411	LOCAL ROAD	BOWEN HILLS	Loading Zone Passengers 2 Min. Max	 8am -  5pm DAILY
95	153.0150684	-27.45147671	VICTORIA PARK ROAD	KELVIN GROVE	Loading Zone	 7am -  4pm MON-FRI
96	153.0389963	-27.37044415	COPPERFIELD STREET	GEEBUNG	Loading Zone Passengers 2 Min. Max	
97	153.0541286	-27.46096919	GORDON STREET	HAWTHORNE	Loading Zone Passengers 2 Min. Max	
98	153.058389	-27.49393427	HOLDSWORTH STREET	COORPAROO	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
99	153.0082113	-27.47443444	HOCKINGS STREET	SOUTH BRISBANE	Loading Zone	
100	152.9258263	-27.40966358	HOGARTH ROAD	FERNY GROVE	Loading Zone Passengers 2 Min. Max	 7 30 -  8 30pm MON-FRI
101	152.9716068	-27.46031053	SIMPSONS ROAD	BARDON	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
102	153.0267312	-27.46993557	ELIZABETH STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	  -   ALL OTHER TIMES
103	153.0598734	-27.51907643	CROWN STREET	HOLLAND PARK WEST	Loading Zone Passengers 2 Min. Max	 2 30am -  3 30pm SCHOOLDAYS
104	153.0063161	-27.4690799	RAILWAY TERRACE	MILTON	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 6am -  4pm MON-FRI
105	153.0108108	-27.46720055	UPPER ROMA STREET	BRISBANE CITY	Loading Zone	
106	153.0418711	-27.45215299	STRATTON STREET	NEWSTEAD	Loading Zone	
107	153.042761	-27.45322681	COMMERCIAL ROAD	NEWSTEAD	Loading Zone	 7am -  6pm MON-FRI 7am -  12noon SAT
108	153.1157164	-27.5030667	SCRUB ROAD	CARINDALE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
109	152.9747492	-27.41436663	CROWN STREET	MITCHELTON	Loading Zone Passengers 2 Min. Max	 8 -  9 30am  2 30pm -  3 30pm MON-FRI
110	152.9917081	-27.44491483	STEWART ROAD	ASHGROVE	Loading Zone	 7am -  4pm MON-FRI
111	153.0268487	-27.46273061	HENRY STREET	SPRING HILL	Loading Zone Passengers 2 Min. Max	 MON-FRI 6 00AM -  6 00PM SAT 6 00AM -  12 00PM
112	152.9172708	-27.55892758	MACFARLANE STREET	MIDDLE PARK	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 -  3 30 SCHOOLDAYS
113	153.0296567	-27.46236124	TURBOT STREET	SPRING HILL	Loading Zone	 9am -  4pm MON-FRI
114	153.0138386	-27.47637493	MELBOURNE STREET	SOUTH BRISBANE	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
115	153.0300091	-27.41598761	RENTOUL STREET	GORDON PARK	Loading Zone Passengers 2 Min. Max	
116	153.0517535	-27.43911403	HILLSIDE CRESCENT	HAMILTON	Loading Zone	
117	153.0432769	-27.47003575	MERTHYR ROAD	NEW FARM	Loading Zone	 8am -  5 30pm MON-FRI
118	153.0555605	-27.42478474	ENDERLEY ROAD	CLAYFIELD	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
119	153.0365904	-27.45831344	MCLACHLAN STREET	FORTITUDE VALLEY	Loading Zone	
120	152.9842188	-27.50257454	LAMBERT ROAD	INDOOROOPILLY	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
121	153.033251	-27.45568957	ALFRED STREET	FORTITUDE VALLEY	Loading Zone Passengers 2 Min. Max	 7 -  9 30am  2 30pm -  3 30pm SCHOOLDAYS
122	153.0289548	-27.47029095	EDWARD STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	  -   ALL OTHER TIMES
123	153.027121	-27.47343998	MARGARET STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 10am -  3 30pm MON-FRI
124	153.0278714	-27.47153623	MARY STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5am -  4pm MON-FRI
125	152.9854012	-27.39837286	DEAKIN STREET	EVERTON PARK	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
126	153.0601131	-27.40346271	BUCKLAND ROAD	NUNDAH	Loading Zone	
127	152.9290266	-27.55442834	BEANLAND STREET	JAMBOREE HEIGHTS	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
128	152.9778818	-27.51973547	ADDISON ROAD	GRACEVILLE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
129	153.0442186	-27.43558185	GREG CHAPPELL STREET	ALBION	Loading Zone	
130	152.9851785	-27.53259801	MCCULLA STREET	SHERWOOD	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
131	153.0866549	-27.49466443	WONERSH STREET	CARINA	Loading Zone Passengers 2 Min. Max	 8am -  5 30pm MON-FRI 8am -  12noon SAT
132	153.0614963	-27.51326142	ABBOTSLEIGH STREET	HOLLAND PARK	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
133	153.0045509	-27.47052276	PARK ROAD	MILTON	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 9am -  7pm MON-FRI
134	153.0374809	-27.44595911	JAMIESON STREET	BOWEN HILLS	Loading Zone Passengers 2 Min. Max	 7am -  9am  4pm -  6pm MON-FRI
135	153.0227621	-27.47004082	GEORGE STREET	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	  -   ALL OTHER TIMES
136	152.9925238	-27.4862189	HIGH STREET	TOOWONG	Loading Zone	 9am -  4pm MON-SAT
137	153.0766727	-27.56610022	BLACKWATTLE STREET	MACGREGOR	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
138	153.0407734	-27.46619146	MORAY STREET	NEW FARM	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
139	152.989703	-27.41678697	HURDCOTTE STREET	ENOGGERA	Loading Zone Passengers 2 Min. Max	  7 00AM -  9 00AM SCHOOLDAYS 2 00PM -  4 00PM
140	153.0567719	-27.40385076	LESLIE STREET	NUNDAH	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
141	153.0272911	-27.46874652	EDWARD STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	  -   ALL OTHER TIMES
142	153.026776	-27.46455972	WICKHAM TERRACE	SPRING HILL	Loading Zone Passengers 2 Min. Max	
143	153.0326603	-27.45148142	KING STREET	BOWEN HILLS	Loading Zone Passengers 2 Min. Max	
144	152.9751966	-27.50219784	WESTMINSTER ROAD	INDOOROOPILLY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
145	153.05302	-27.41936854	BAYVIEW TERRACE	CLAYFIELD	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
146	152.997339	-27.44516823	WOODLAND STREET	ASHGROVE	Loading Zone Passengers 2 Min. Max	 8am -  5 30pm MON-FRI
147	153.0402957	-27.45848269	ARTHUR STREET	FORTITUDE VALLEY	Loading Zone	 8am -  4pm MON-FRI
148	152.9753734	-27.50216028	WESTMINSTER ROAD	INDOOROOPILLY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
149	153.0653305	-27.32084764	RAINBOW STREET	SANDGATE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
150	153.0138899	-27.52706255	WILKIE STREET	YEERONGPILLY	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm MON-FRI
151	153.0265586	-27.47255642	MARY STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5am -  7pm MON-FRI
152	153.0288019	-27.4694969	CHARLOTTE STREET	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	  -   ALL OTHER TIMES
153	152.994785	-27.48265304	LANDSBOROUGH TERRACE	TOOWONG	Loading Zone	
154	153.1841877	-27.45847871	ERNEST STREET	MANLY	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
155	153.0277956	-27.46755904	QUEEN STREET	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	  -   ALL OTHER TIMES
156	152.9998909	-27.48441107	DUNCAN STREET	WEST END	Loading Zone	 7am -  7pm DAILY
157	153.0381901	-27.48830726	NILE STREET	WOOLLOONGABBA	Loading Zone	 7am -  7pm MON-FRI
158	153.0258365	-27.45761422	ROGERS STREET	SPRING HILL	Loading Zone Passengers 2 Min. Max	 7am -  9am  SCHOOLDAYS 2 00PM -  4 00PM
159	153.045413	-27.44462447	NEWSTEAD TERRACE	NEWSTEAD	Loading Zone	 8am -  5 30pm MON-FRI
160	153.0068704	-27.43012078	ALDERSON STREET	ALDERLEY	Loading Zone	
161	153.026449	-27.47133377	CHARLOTTE STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
162	153.00428	-27.47044031	GORDON STREET	MILTON	Loading Zone	 7am -  7pm DAILY
163	153.0269736	-27.46326522	ASTOR TERRACE	SPRING HILL	Loading Zone Passengers 2 Min. Max	 6am -  6pm MON-FRI 6am -  12noon SAT
164	153.0562028	-27.43264959	PRINGLE STREET	ASCOT	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
165	153.0066469	-27.54302462	SHOEBURY STREET	ROCKLEA	Loading Zone	
166	153.0469197	-27.57662682	BRETON STREET	SUNNYBANK	Loading Zone Passengers 2 Min. Max	
167	152.9347913	-27.40580964	MCGINN ROAD	FERNY GROVE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
168	153.0592225	-27.53061201	BAPAUME ROAD	HOLLAND PARK WEST	Loading Zone Passengers 2 Min. Max	 2pm -  4pm 
169	153.0331625	-27.45792384	WICKHAM STREET	FORTITUDE VALLEY	Loading Zone Passengers 2 Min. Max	  -   ALL OTHER TIMES
170	153.0431284	-27.42019077	BRIDGE STREET	WOOLOOWIN	Loading Zone Passengers 2 Min. Max	
171	153.0405667	-27.46289661	BRUNSWICK STREET	NEW FARM	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	  -   ALL OTHER TIMES
172	153.0062084	-27.31994435	ANA STREET	BALD HILLS	Loading Zone Passengers 2 Min. Max	 7am -  9am  2 30pm -  3 30pm SCHOOLDAYS
173	153.0161776	-27.57963487	NYNGAM STREET	ACACIA RIDGE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
174	153.0172114	-27.51788422	LAKE STREET	YERONGA	Loading Zone Passengers 2 Min. Max	
175	153.049595	-27.42969958	BUTLER STREET	ASCOT	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
176	153.0087661	-27.47914122	HORAN STREET	WEST END	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
177	153.1547795	-27.45469341	WYNNUM ROAD	WYNNUM WEST	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
178	152.9961663	-27.41983563	PICKERING STREET	ENOGGERA	Loading Zone	 7am -  4pm MON-FRI
179	152.9291229	-27.55396816	BEANLAND STREET	JAMBOREE HEIGHTS	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
180	153.0275065	-27.47314845	MARGARET STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 9am -  7pm MON-FRI
181	152.9866293	-27.39740423	OLD NORTHERN ROAD	EVERTON PARK	Loading Zone Passengers 2 Min. Max	 8 30am -  9 30am  2pm -  3 30pm MON-FRI
182	153.0577307	-27.40302198	BUCKLAND ROAD	NUNDAH	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
183	153.0197029	-27.47606461	GREY STREET	SOUTH BRISBANE	Loading Zone Passengers 2 Min. Max	
184	153.0290217	-27.46660331	QUEEN STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
185	153.0536146	-27.46788748	LAMINGTON STREET	NEW FARM	Loading Zone Passengers 2 Min. Max	
186	153.0429782	-27.44578229	AUSTIN STREET	NEWSTEAD	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  6pm MON-FRI 7am -  12noon SAT
187	152.9852406	-27.5322494	MCCULLA STREET	SHERWOOD	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
188	153.0263518	-27.44572536	GARRICK TERRACE	HERSTON	Loading Zone	
189	153.0207718	-27.47985863	ERNEST STREET	SOUTH BRISBANE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
190	153.0239088	-27.55030482	FREWIN STREET	SALISBURY	Loading Zone	 2pm -  4pm SCHOOLDAYS
191	152.9292365	-27.40274183	FINVOY STREET	FERNY GROVE	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm MON-FRI
192	152.9787637	-27.48642673	BYWONG STREET	TOOWONG	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
193	153.0465195	-27.45296312	HELEN STREET	TENERIFFE	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
194	152.9902093	-27.48535631	SHERWOOD ROAD	TOOWONG	Loading Zone Passengers 2 Min. Max	 8am -  5 30pm MON-FRI 8am -  12noon SAT
195	153.0248386	-27.53306464	BEAUDESERT ROAD	MOOROOKA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
196	152.951636	-27.44946901	PAYNE ROAD	THE GAP	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
197	153.0302439	-27.47047849	FELIX STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
198	152.9881806	-27.44507731	ELIMATTA DRIVE	ASHGROVE	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
199	152.9788198	-27.48613963	BYWONG STREET	TOOWONG	Loading Zone Passengers 2 Min. Max	
200	153.01434	-27.45326344	BLAMEY STREET	KELVIN GROVE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
201	152.9761098	-27.50329079	LAMBERT ROAD	INDOOROOPILLY	Loading Zone Passengers 2 Min. Max	 7am -  9am  5 -  7pm MON-SAT
202	153.0287273	-27.46277129	BOWEN STREET	SPRING HILL	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  7pm MON-FRI
203	153.0107426	-27.46722203	UPPER ROMA STREET	BRISBANE CITY	Loading Zone	
204	153.0330833	-27.45243964	MACHINERY STREET	BOWEN HILLS	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  6pm MON-FRI 7am -  12noon SAT-SUN
205	153.0053976	-27.47735291	JANE STREET	WEST END	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  6pm MON-FRI
206	153.032537	-27.45151153	KING STREET	BOWEN HILLS	Loading Zone Passengers 2 Min. Max	
207	153.0286611	-27.46714039	CREEK STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 10am -  2pm MON-FRI 7am -  7pm SAT
208	153.0529539	-27.46661464	HOLLINS CRESCENT	NEW FARM	Loading Zone Passengers 2 Min. Max	
209	153.0385666	-27.35806904	HANDFORD ROAD	ZILLMERE	Loading Zone Passengers 2 Min. Max	
210	153.0326689	-27.50060817	CORNWALL STREET	WOOLLOONGABBA	Loading Zone Passengers 2 Min. Max	
211	153.0424113	-27.46596415	BOWEN TERRACE	NEW FARM	Loading Zone Passengers 2 Min. Max	
212	153.0526989	-27.45048578	OXFORD STREET	BULIMBA	Loading Zone Passengers 2 Min. Max	
213	153.0925176	-27.57006101	HOLMEAD ROAD	EIGHT MILE PLAINS	Loading Zone	
214	152.9432358	-27.51913656	KERSLEY ROAD	KENMORE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
215	153.0843887	-27.47050344	CAMELIA STREET	CANNON HILL	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
216	153.0431098	-27.43342581	SANDGATE ROAD	ALBION	Loading Zone	
217	153.0599153	-27.57606699	BOORMAN STREET	SUNNYBANK	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
218	152.9137571	-27.49462162	BOSCOMBE ROAD	BROOKFIELD	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
219	153.008216	-27.40437818	THURUNA STREET	STAFFORD	Loading Zone Passengers 2 Min. Max	 SCHOOL DAYS 7 00AM -  9 00AM
220	153.0320198	-27.46215844	DIDDAMS LANE	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 MON-FRI 7 00AM -  7 00PM
221	152.8953136	-27.53257822	GRANDVIEW ROAD	PULLENVALE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
222	152.95394	-27.5703859	WINSLOW STREET	DARRA	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
223	153.017668	-27.53093702	IPSWICH ROAD	MOOROOKA	Loading Zone	 9am -  5pm MON-FRI
224	153.0294394	-27.47097882	EDWARD STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5am -  7pm MON-FRI
225	153.0256499	-27.46360732	ASTOR TERRACE	SPRING HILL	Loading Zone Passengers 2 Min. Max	 6am -  6pm MON-FRI 6am -  12noon SAT
226	153.021239	-27.46260662	WICKHAM TERRACE	SPRING HILL	Loading Zone	 5am -  7pm MON-SAT
227	153.0487075	-27.45597348	CHERMSIDE STREET	TENERIFFE	Loading Zone	
228	152.997208	-27.45892167	LATROBE TERRACE	PADDINGTON	Loading Zone Passengers 2 Min. Max	 8am -  5 30pm MON-FRI
229	153.0357102	-27.49996655	TOTTENHAM STREET	WOOLLOONGABBA	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
230	153.173576	-27.44499049	EDITH STREET	WYNNUM	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
231	153.0268362	-27.46222724	WHARF STREET	SPRING HILL	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  4pm MON-FRI 8am -  12noon SAT
232	153.0707917	-27.41348894	HEDLEY AVENUE	HENDRA	Loading Zone	
233	153.0276118	-27.46894915	EDWARD STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	  -   ALL OTHER TIMES
234	153.0272604	-27.47333116	MARGARET STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 10am -  3 30pm MON-FRI
235	153.0211409	-27.4628386	WICKHAM TERRACE	SPRING HILL	Loading Zone	 MON-SAT 5 00AM -  7 00PM
236	152.9776992	-27.55134216	ELLEN STREET	OXLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
237	153.0501806	-27.499219	KNOWSLEY STREET	STONES CORNER	Loading Zone	
238	153.027541	-27.46899592	EDWARD STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	  -   ALL OTHER TIMES
239	153.0419717	-27.49099095	MOUNTJOY STREET	WOOLLOONGABBA	Loading Zone	 8am -  5pm MON-FRI
240	153.025205	-27.46822825	ADELAIDE STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	  -   ALL OTHER TIMES
241	153.0878617	-27.49049242	BROADWAY STREET	CARINA	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
242	152.9690833	-27.59413707	LILAC STREET	INALA	Loading Zone Passengers 2 Min. Max	  7 30AM -  9 30AM SCHOOLDAYS 2 30PM -  4 30PM
243	153.0664807	-27.43963172	HARBOUR ROAD	HAMILTON	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
244	153.0586784	-27.46866437	VIRGINIA AVENUE	HAWTHORNE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
245	153.0315439	-27.45387985	BAXTER STREET	FORTITUDE VALLEY	Loading Zone	
246	153.0413662	-27.49988105	OXFORD STREET	WOOLLOONGABBA	Loading Zone Passengers 2 Min. Max	
247	153.0244963	-27.46355626	UPPER EDWARD STREET	SPRING HILL	Loading Zone Passengers 2 Min. Max	 9am -  4pm MON-FRI
248	153.1727976	-27.44318712	CHARLOTTE STREET	WYNNUM	Loading Zone	
249	153.0227671	-27.46903737	ANN STREET	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	
250	153.0109547	-27.48059771	ARMY STREET	WEST END	Loading Zone	 DAILY 6 00AM -  6 00PM
251	153.0305352	-27.4719174	EDWARD STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5am -  4pm MON-FRI
